caregiver_id,caregiver_tenure_months,scheduled_duration_min,actual_duration_min,duration_deviation_min,arrival_deviation_min,tasks_assigned,tasks_completed,task_completion_rate,has_signature,entry_method,gps_mismatch_km,day_of_week,is_weekend,needs_manual_review
81,20,90,99.0,9.0,16.0,4,3,0.75,1,mobile_app,1.41,5,1,0
15,3,120,130.0,10.0,-16.0,3,2,0.667,1,mobile_app,0.58,2,0,1
34,5,60,67.0,7.0,-12.0,2,1,0.5,1,mobile_app,0.32,0,0,1
30,51,90,93.0,3.0,3.0,2,1,0.5,1,paper,0.0,0,0,1
80,4,60,32.0,-28.0,-4.0,5,3,0.6,0,mobile_app,0.3,1,0,1
88,47,60,68.0,8.0,1.0,3,3,1.0,1,mobile_app,0.32,5,1,0
88,55,90,89.0,-1.0,-0.0,2,2,1.0,1,mobile_app,0.04,0,0,0
113,28,60,71.0,11.0,-1.0,4,3,0.75,1,mobile_app,0.37,4,0,0
93,19,90,68.0,-22.0,-3.0,3,2,0.667,1,paper,0.0,4,0,0
39,46,60,61.0,1.0,1.0,6,4,0.667,1,mobile_app,0.26,2,0,1
13,58,60,58.0,-2.0,2.0,3,2,0.667,1,paper,0.0,4,0,1
74,8,120,127.0,7.0,17.0,3,2,0.667,0,paper,0.0,2,0,1
110,57,30,31.0,1.0,-1.0,2,1,0.5,1,paper,0.0,2,0,1
118,56,60,61.0,1.0,-1.0,2,1,0.5,1,mobile_app,0.67,0,0,1
28,9,60,47.0,-13.0,-5.0,4,3,0.75,1,paper,0.0,0,0,0
29,4,90,89.0,-1.0,17.0,3,2,0.667,1,paper,0.0,0,0,1
5,43,60,59.0,-1.0,3.0,5,4,0.8,1,mobile_app,0.34,0,0,0
17,5,60,67.0,7.0,-21.0,6,4,0.667,1,mobile_app,0.22,2,0,1
67,36,60,67.0,7.0,-12.0,4,3,0.75,1,paper,0.0,1,0,0
66,4,60,62.0,2.0,-9.0,3,2,0.667,1,mobile_app,0.54,1,0,0
45,41,120,112.0,-8.0,1.0,6,4,0.667,1,mobile_app,0.23,0,0,1
38,14,60,61.0,1.0,-0.0,6,5,0.833,1,mobile_app,0.03,5,1,0
100,6,60,94.0,34.0,6.0,6,5,0.833,1,paper,0.0,6,1,0
56,4,90,112.0,22.0,-2.0,6,5,0.833,1,mobile_app,0.27,5,1,0
97,12,60,24.0,-36.0,14.0,6,4,0.667,1,mobile_app,0.78,1,0,1
116,32,60,61.0,1.0,5.0,5,4,0.8,0,mobile_app,0.01,5,1,0
39,5,60,72.0,12.0,1.0,6,5,0.833,1,mobile_app,0.16,1,0,0
25,48,60,59.0,-1.0,5.0,3,2,0.667,1,mobile_app,0.25,2,0,0
115,36,90,87.0,-3.0,-10.0,6,4,0.667,1,mobile_app,0.07,5,1,0
77,18,120,117.0,-3.0,-1.0,2,1,0.5,1,paper,0.0,1,0,1
35,59,120,122.0,2.0,0.0,6,6,1.0,1,paper,0.0,6,1,0
75,39,120,112.0,-8.0,3.0,3,2,0.667,1,paper,0.0,5,1,1
62,40,60,68.0,8.0,-9.0,3,2,0.667,1,paper,0.0,4,0,1
109,11,60,59.0,-1.0,-3.0,5,3,0.6,1,mobile_app,0.02,3,0,1
31,42,90,84.0,-6.0,2.0,2,2,1.0,1,mobile_app,0.2,1,0,0
119,33,120,129.0,9.0,3.0,6,5,0.833,1,mobile_app,0.52,4,0,0
113,59,90,84.0,-6.0,4.0,5,3,0.6,1,mobile_app,0.09,3,0,0
22,29,60,55.0,-5.0,5.0,2,1,0.5,1,paper,0.0,4,0,1
20,41,90,86.0,-4.0,-0.0,6,5,0.833,1,mobile_app,0.13,0,0,0
64,21,90,112.0,22.0,6.0,2,1,0.5,1,mobile_app,0.33,2,0,1
6,3,120,111.0,-9.0,-2.0,6,3,0.5,1,mobile_app,0.31,0,0,0
36,8,90,62.0,-28.0,2.0,6,5,0.833,1,mobile_app,0.31,2,0,0
53,52,60,58.0,-2.0,3.0,5,5,1.0,1,paper,0.0,4,0,0
117,44,60,63.0,3.0,-0.0,5,2,0.4,1,mobile_app,0.0,0,0,0
120,22,60,68.0,8.0,3.0,6,5,0.833,1,mobile_app,0.72,5,1,0
19,42,60,74.0,14.0,5.0,6,6,1.0,1,paper,0.0,5,1,0
108,1,120,140.0,20.0,8.0,5,3,0.6,1,mobile_app,0.44,1,0,1
11,3,60,63.0,3.0,14.0,2,1,0.5,1,mobile_app,0.45,1,0,0
90,30,60,53.0,-7.0,16.0,5,3,0.6,1,paper,0.0,5,1,1
102,37,60,71.0,11.0,4.0,3,1,0.333,1,mobile_app,1.05,5,1,1
107,56,90,89.0,-1.0,-1.0,2,1,0.5,1,mobile_app,0.13,4,0,0
27,45,60,56.0,-4.0,2.0,2,1,0.5,1,mobile_app,0.37,1,0,1
108,16,30,25.0,-5.0,4.0,4,2,0.5,1,mobile_app,0.26,3,0,0
14,49,120,114.0,-6.0,2.0,6,6,1.0,0,mobile_app,0.8,1,0,1
63,29,60,56.0,-4.0,11.0,2,1,0.5,0,paper,0.0,2,0,1
57,49,60,59.0,-1.0,-6.0,2,1,0.5,1,mobile_app,0.53,4,0,0
38,11,60,69.0,9.0,15.0,2,1,0.5,1,paper,0.0,6,1,1
3,2,60,55.0,-5.0,22.0,2,1,0.5,1,mobile_app,0.86,1,0,1
93,4,90,73.0,-17.0,6.0,4,3,0.75,1,paper,0.0,1,0,0
41,59,120,114.0,-6.0,2.0,6,5,0.833,1,paper,0.0,1,0,1
80,5,30,33.0,3.0,-3.0,2,1,0.5,1,mobile_app,0.36,1,0,1
50,56,120,120.0,0.0,0.0,6,6,1.0,1,mobile_app,0.08,6,1,0
45,43,90,87.0,-3.0,3.0,6,5,0.833,1,paper,0.0,0,0,0
107,9,60,54.0,-6.0,7.0,2,1,0.5,1,mobile_app,0.56,1,0,1
12,51,60,62.0,2.0,3.0,4,3,0.75,1,paper,0.0,4,0,0
89,9,60,78.0,18.0,7.0,6,4,0.667,1,mobile_app,1.44,2,0,1
90,9,120,110.0,-10.0,9.0,5,3,0.6,1,paper,0.0,6,1,0
46,34,60,61.0,1.0,5.0,2,1,0.5,1,mobile_app,1.0,4,0,1
32,18,60,70.0,10.0,-9.0,2,1,0.5,1,mobile_app,0.99,0,0,1
1,18,90,82.0,-8.0,7.0,4,3,0.75,1,mobile_app,0.34,3,0,0
113,12,120,120.0,0.0,19.0,6,5,0.833,1,mobile_app,0.85,0,0,0
114,36,90,90.0,0.0,-0.0,6,5,0.833,1,mobile_app,0.97,2,0,0
29,2,90,72.0,-18.0,17.0,4,3,0.75,1,mobile_app,1.72,6,1,1
4,15,60,62.0,2.0,-9.0,4,2,0.5,1,paper,0.0,3,0,1
15,33,120,120.0,0.0,-0.0,4,3,0.75,0,mobile_app,0.64,4,0,1
9,29,60,65.0,5.0,-5.0,4,3,0.75,1,mobile_app,0.39,2,0,0
100,42,30,23.0,-7.0,7.0,5,4,0.8,1,paper,0.0,6,1,0
108,13,120,120.0,0.0,16.0,3,2,0.667,1,paper,0.0,4,0,1
19,39,60,69.0,9.0,-1.0,4,3,0.75,1,paper,0.0,4,0,0
90,45,30,41.0,11.0,5.0,5,4,0.8,0,mobile_app,0.17,5,1,1
22,23,90,103.0,13.0,13.0,4,3,0.75,1,paper,0.0,5,1,0
45,16,60,47.0,-13.0,-0.0,6,4,0.667,1,mobile_app,0.48,6,1,1
72,33,30,34.0,4.0,1.0,5,4,0.8,1,mobile_app,0.66,3,0,0
87,35,90,86.0,-4.0,5.0,5,4,0.8,1,paper,0.0,1,0,1
105,6,90,94.0,4.0,-9.0,6,4,0.667,1,mobile_app,0.24,1,0,1
6,34,90,84.0,-6.0,1.0,4,3,0.75,1,mobile_app,1.36,1,0,0
24,10,60,39.0,-21.0,22.0,3,2,0.667,1,mobile_app,0.16,3,0,1
34,34,60,57.0,-3.0,-3.0,4,3,0.75,1,mobile_app,0.48,0,0,0
38,55,90,93.0,3.0,3.0,6,5,0.833,1,mobile_app,0.03,2,0,0
120,32,60,62.0,2.0,3.0,6,4,0.667,1,paper,0.0,5,1,1
94,45,60,62.0,2.0,-1.0,3,2,0.667,1,paper,0.0,3,0,1
39,19,30,32.0,2.0,2.0,4,2,0.5,1,paper,0.0,2,0,1
117,55,60,61.0,1.0,5.0,3,2,0.667,1,mobile_app,0.49,3,0,0
60,48,60,63.0,3.0,2.0,2,1,0.5,1,mobile_app,0.43,0,0,0
61,55,90,89.0,-1.0,2.0,3,2,0.667,1,paper,0.0,0,0,1
53,44,120,120.0,0.0,7.0,2,2,1.0,1,mobile_app,0.11,5,1,0
18,39,60,72.0,12.0,-2.0,3,2,0.667,0,mobile_app,0.45,4,0,1
113,31,90,91.0,1.0,-7.0,2,1,0.5,1,mobile_app,0.73,4,0,1
2,55,60,60.0,0.0,5.0,3,2,0.667,1,mobile_app,0.72,2,0,1
21,51,30,30.0,0.0,0.0,5,4,0.8,1,mobile_app,0.49,1,0,0
28,25,90,88.0,-2.0,7.0,6,4,0.667,1,mobile_app,1.59,5,1,1
34,6,60,54.0,-6.0,-8.0,6,5,0.833,1,mobile_app,0.48,5,1,0
16,1,120,123.0,3.0,5.0,4,3,0.75,1,mobile_app,0.13,0,0,0
3,14,60,54.0,-6.0,-11.0,4,3,0.75,1,mobile_app,0.19,6,1,0
82,4,60,58.0,-2.0,1.0,6,4,0.667,1,mobile_app,0.32,3,0,1
117,13,60,51.0,-9.0,-6.0,4,3,0.75,1,mobile_app,0.84,2,0,0
15,7,60,61.0,1.0,-10.0,2,1,0.5,1,paper,0.0,2,0,1
36,58,120,122.0,2.0,-1.0,6,5,0.833,1,mobile_app,0.36,3,0,0
61,6,90,87.0,-3.0,-25.0,5,4,0.8,1,paper,0.0,0,0,0
112,37,60,46.0,-14.0,-7.0,5,4,0.8,1,mobile_app,0.33,0,0,0
84,21,60,66.0,6.0,7.0,2,1,0.5,1,mobile_app,0.58,2,0,0
92,11,90,91.0,1.0,4.0,4,3,0.75,1,paper,0.0,6,1,0
70,42,90,84.0,-6.0,-5.0,4,3,0.75,1,mobile_app,0.52,2,0,0
51,58,30,33.0,3.0,2.0,6,6,1.0,1,mobile_app,0.06,6,1,0
24,47,30,23.0,-7.0,-4.0,3,3,1.0,1,mobile_app,0.44,5,1,0
104,58,30,34.0,4.0,2.0,3,3,1.0,1,mobile_app,0.14,5,1,0
97,35,60,60.0,0.0,-1.0,5,4,0.8,1,paper,0.0,1,0,0
4,40,60,45.0,-15.0,-2.0,2,1,0.5,1,paper,0.0,6,1,1
86,9,30,32.0,2.0,-1.0,5,3,0.6,1,mobile_app,0.92,5,1,0
11,51,60,58.0,-2.0,9.0,2,1,0.5,1,mobile_app,0.51,6,1,0
89,45,60,57.0,-3.0,-3.0,3,2,0.667,1,mobile_app,0.12,0,0,0
100,15,30,22.0,-8.0,2.0,4,3,0.75,1,mobile_app,0.0,1,0,0
16,21,120,119.0,-1.0,7.0,2,1,0.5,0,mobile_app,0.51,3,0,1
53,37,60,57.0,-3.0,-6.0,2,1,0.5,1,mobile_app,0.6,4,0,0
15,1,60,34.0,-26.0,-19.0,4,3,0.75,1,paper,0.0,4,0,1
69,49,60,66.0,6.0,-2.0,5,5,1.0,1,paper,0.0,6,1,0
112,17,60,57.0,-3.0,7.0,3,2,0.667,1,mobile_app,0.07,0,0,1
10,5,120,110.0,-10.0,-4.0,3,2,0.667,1,mobile_app,0.64,1,0,1
48,20,60,48.0,-12.0,-2.0,5,3,0.6,1,paper,0.0,0,0,1
117,50,60,63.0,3.0,3.0,6,5,0.833,1,mobile_app,0.23,3,0,0
37,17,120,106.0,-14.0,-7.0,4,3,0.75,1,mobile_app,0.71,1,0,0
16,32,90,91.0,1.0,-1.0,4,3,0.75,1,mobile_app,0.08,4,0,0
59,48,90,87.0,-3.0,-6.0,6,4,0.667,0,mobile_app,0.29,2,0,1
62,2,60,53.0,-7.0,4.0,2,1,0.5,1,mobile_app,0.81,1,0,1
80,45,60,54.0,-6.0,1.0,6,4,0.667,1,mobile_app,0.71,2,0,0
38,18,90,83.0,-7.0,7.0,4,3,0.75,1,mobile_app,0.22,4,0,0
115,42,60,60.0,0.0,-6.0,3,2,0.667,1,paper,0.0,6,1,1
63,12,90,93.0,3.0,-2.0,5,4,0.8,1,mobile_app,0.6,1,0,0
35,9,90,80.0,-10.0,-13.0,6,5,0.833,1,paper,0.0,1,0,0
116,47,60,60.0,0.0,-1.0,6,5,0.833,1,mobile_app,0.88,6,1,0
111,48,60,64.0,4.0,6.0,5,4,0.8,1,mobile_app,0.37,6,1,0
60,58,60,54.0,-6.0,-1.0,4,4,1.0,1,paper,0.0,6,1,0
3,40,60,60.0,0.0,-7.0,2,1,0.5,1,mobile_app,0.29,6,1,0
72,28,90,82.0,-8.0,-5.0,2,1,0.5,1,mobile_app,0.13,1,0,1
67,12,90,77.0,-13.0,-16.0,6,4,0.667,1,mobile_app,1.08,1,0,0
18,18,60,63.0,3.0,-12.0,2,1,0.5,0,mobile_app,0.47,4,0,1
77,39,90,86.0,-4.0,4.0,4,3,0.75,1,mobile_app,0.48,5,1,0
101,21,60,48.0,-12.0,-12.0,4,3,0.75,1,paper,0.0,5,1,0
13,29,90,101.0,11.0,2.0,5,4,0.8,1,paper,0.0,6,1,0
87,10,60,71.0,11.0,0.0,3,2,0.667,1,mobile_app,0.64,6,1,1
17,26,90,72.0,-18.0,-4.0,5,4,0.8,1,mobile_app,0.71,1,0,0
90,15,90,73.0,-17.0,2.0,4,3,0.75,1,mobile_app,0.15,2,0,0
51,7,60,68.0,8.0,-10.0,6,4,0.667,1,mobile_app,0.49,3,0,0
1,8,60,56.0,-4.0,9.0,2,1,0.5,1,mobile_app,0.12,2,0,0
116,31,120,132.0,12.0,-5.0,5,3,0.6,1,mobile_app,0.31,5,1,1
20,22,60,66.0,6.0,-3.0,5,4,0.8,1,mobile_app,0.41,5,1,0
72,6,90,94.0,4.0,-6.0,6,5,0.833,1,mobile_app,1.04,5,1,0
22,31,120,112.0,-8.0,5.0,4,2,0.5,1,mobile_app,0.18,0,0,0
112,10,120,126.0,6.0,6.0,3,2,0.667,1,mobile_app,1.85,5,1,1
89,1,60,42.0,-18.0,-31.0,4,3,0.75,1,mobile_app,0.09,2,0,1
97,8,90,107.0,17.0,3.0,6,4,0.667,1,paper,0.0,2,0,1
52,27,120,124.0,4.0,-13.0,2,1,0.5,1,paper,0.0,3,0,1
57,57,60,57.0,-3.0,-1.0,5,4,0.8,1,mobile_app,0.74,0,0,0
77,15,30,39.0,9.0,-1.0,3,2,0.667,1,mobile_app,0.12,5,1,0
95,17,30,55.0,25.0,-3.0,5,4,0.8,1,mobile_app,0.49,4,0,0
102,15,90,88.0,-2.0,5.0,4,3,0.75,1,mobile_app,1.39,3,0,0
3,21,60,66.0,6.0,6.0,6,5,0.833,1,mobile_app,0.4,2,0,0
80,43,60,57.0,-3.0,-4.0,2,1,0.5,1,mobile_app,0.2,1,0,0
14,20,60,61.0,1.0,-7.0,2,1,0.5,1,mobile_app,0.74,4,0,0
35,39,90,80.0,-10.0,-0.0,6,4,0.667,1,mobile_app,0.48,6,1,1
100,53,60,60.0,0.0,-5.0,3,2,0.667,1,paper,0.0,3,0,0
31,56,120,120.0,0.0,-1.0,2,1,0.5,1,mobile_app,0.8,6,1,0
96,34,90,104.0,14.0,9.0,6,5,0.833,1,mobile_app,0.03,3,0,0
56,43,120,110.0,-10.0,-7.0,4,3,0.75,1,paper,0.0,0,0,0
28,55,120,119.0,-1.0,-1.0,6,4,0.667,1,mobile_app,0.3,6,1,1
41,47,60,66.0,6.0,-2.0,4,4,1.0,1,paper,0.0,2,0,0
64,18,90,87.0,-3.0,18.0,5,4,0.8,1,paper,0.0,4,0,0
92,8,30,28.0,-2.0,-6.0,4,3,0.75,1,mobile_app,0.91,3,0,0
73,7,120,109.0,-11.0,-5.0,4,3,0.75,1,mobile_app,0.34,4,0,0
112,53,60,56.0,-4.0,-3.0,4,4,1.0,1,paper,0.0,5,1,0
105,33,90,76.0,-14.0,0.0,3,2,0.667,1,mobile_app,0.33,6,1,1
91,18,90,83.0,-7.0,2.0,5,3,0.6,0,mobile_app,0.12,6,1,1
73,21,60,50.0,-10.0,-8.0,4,3,0.75,1,mobile_app,1.33,1,0,0
35,17,90,91.0,1.0,9.0,2,1,0.5,1,paper,0.0,0,0,1
50,48,30,26.0,-4.0,1.0,3,2,0.667,1,mobile_app,0.75,4,0,0
15,37,60,57.0,-3.0,5.0,4,3,0.75,1,paper,0.0,1,0,0
45,52,60,58.0,-2.0,-1.0,6,5,0.833,1,mobile_app,0.2,2,0,0
112,18,60,59.0,-1.0,2.0,4,3,0.75,1,mobile_app,0.01,5,1,0
52,28,60,55.0,-5.0,-2.0,4,3,0.75,1,paper,0.0,4,0,0
14,8,120,106.0,-14.0,16.0,2,1,0.5,1,mobile_app,0.14,4,0,1
79,58,60,60.0,0.0,0.0,3,3,1.0,1,mobile_app,0.12,5,1,0
116,31,60,69.0,9.0,0.0,3,2,0.667,1,mobile_app,0.19,4,0,1
105,33,120,121.0,1.0,-3.0,4,3,0.75,1,mobile_app,0.35,6,1,0
33,25,90,84.0,-6.0,-4.0,6,3,0.5,1,mobile_app,0.59,1,0,1
55,16,30,29.0,-1.0,2.0,6,5,0.833,1,mobile_app,0.55,2,0,0
64,56,120,113.0,-7.0,2.0,3,2,0.667,1,paper,0.0,3,0,0
30,29,30,29.0,-1.0,-5.0,5,4,0.8,1,mobile_app,0.73,5,1,0
33,40,60,57.0,-3.0,1.0,6,5,0.833,1,mobile_app,0.62,5,1,0
29,3,60,47.0,-13.0,2.0,3,2,0.667,1,paper,0.0,2,0,1
120,17,90,82.0,-8.0,3.0,4,3,0.75,1,paper,0.0,6,1,0
90,48,30,28.0,-2.0,-7.0,4,3,0.75,1,mobile_app,1.09,4,0,0
101,6,60,73.0,13.0,-10.0,2,1,0.5,1,mobile_app,0.37,1,0,0
98,6,90,104.0,14.0,-15.0,4,3,0.75,1,paper,0.0,6,1,0
116,48,30,26.0,-4.0,0.0,2,2,1.0,1,paper,0.0,1,0,0
13,19,60,55.0,-5.0,-8.0,3,2,0.667,1,paper,0.0,4,0,1
106,17,90,85.0,-5.0,-5.0,2,1,0.5,1,mobile_app,0.57,6,1,0
8,34,90,96.0,6.0,-8.0,5,4,0.8,1,mobile_app,0.85,4,0,0
58,12,60,62.0,2.0,-4.0,6,5,0.833,1,paper,0.0,3,0,0
72,3,60,61.0,1.0,-13.0,3,2,0.667,1,paper,0.0,5,1,1
43,1,120,128.0,8.0,9.0,2,1,0.5,1,mobile_app,0.18,1,0,1
18,5,60,52.0,-8.0,5.0,4,3,0.75,1,mobile_app,0.18,1,0,0
24,10,30,47.0,17.0,2.0,2,1,0.5,1,paper,0.0,4,0,0
99,42,60,60.0,0.0,-2.0,4,2,0.5,1,mobile_app,0.33,5,1,1
39,18,60,51.0,-9.0,-18.0,4,3,0.75,1,mobile_app,0.87,1,0,0
38,5,120,117.0,-3.0,-5.0,4,3,0.75,1,mobile_app,0.64,4,0,0
111,1,60,77.0,17.0,-9.0,4,3,0.75,1,mobile_app,0.29,5,1,0
18,29,30,26.0,-4.0,2.0,4,3,0.75,1,mobile_app,0.06,3,0,0
110,50,60,64.0,4.0,2.0,2,1,0.5,1,mobile_app,0.42,1,0,1
111,20,30,23.0,-7.0,3.0,5,3,0.6,1,mobile_app,0.02,6,1,1
72,4,60,50.0,-10.0,14.0,5,4,0.8,1,paper,0.0,2,0,1
20,14,120,128.0,8.0,-5.0,2,1,0.5,1,mobile_app,0.93,2,0,0
19,30,90,83.0,-7.0,-4.0,4,2,0.5,0,mobile_app,0.68,4,0,1
35,12,30,40.0,10.0,10.0,3,2,0.667,1,mobile_app,0.12,1,0,1
70,58,60,61.0,1.0,0.0,3,3,1.0,1,paper,0.0,0,0,0
19,46,60,55.0,-5.0,-1.0,5,4,0.8,1,mobile_app,0.21,5,1,0
55,21,30,29.0,-1.0,16.0,4,3,0.75,1,mobile_app,0.04,5,1,0
14,57,60,58.0,-2.0,2.0,6,4,0.667,1,mobile_app,1.41,1,0,1
65,20,60,64.0,4.0,-2.0,4,3,0.75,0,mobile_app,0.3,3,0,1
3,9,90,114.0,24.0,-7.0,2,1,0.5,1,mobile_app,0.83,5,1,0
86,56,120,119.0,-1.0,4.0,5,4,0.8,1,mobile_app,0.79,6,1,0
7,57,60,62.0,2.0,1.0,2,1,0.5,1,mobile_app,0.48,6,1,1
24,19,120,120.0,0.0,0.0,3,2,0.667,1,mobile_app,0.51,0,0,1
21,36,60,60.0,0.0,4.0,6,4,0.667,1,mobile_app,0.08,5,1,1
100,11,60,58.0,-2.0,9.0,6,5,0.833,1,paper,0.0,0,0,0
7,38,90,84.0,-6.0,3.0,2,1,0.5,1,mobile_app,1.21,4,0,1
52,41,30,32.0,2.0,5.0,6,4,0.667,1,paper,0.0,4,0,0
71,42,60,58.0,-2.0,2.0,6,6,1.0,1,paper,0.0,6,1,0
62,34,90,83.0,-7.0,4.0,6,4,0.667,1,mobile_app,1.07,4,0,0
82,42,60,66.0,6.0,-4.0,6,5,0.833,1,mobile_app,0.21,3,0,0
97,33,120,121.0,1.0,12.0,2,1,0.5,1,mobile_app,0.33,4,0,0
48,49,60,59.0,-1.0,-5.0,2,1,0.5,1,mobile_app,0.42,0,0,1
100,11,90,106.0,16.0,3.0,5,4,0.8,1,mobile_app,0.21,0,0,0
39,29,30,14.0,-16.0,-10.0,2,1,0.5,1,mobile_app,0.06,5,1,0
119,25,60,72.0,12.0,-1.0,3,2,0.667,1,mobile_app,0.5,3,0,0
61,32,60,53.0,-7.0,-4.0,6,3,0.5,1,mobile_app,0.38,5,1,1
89,9,120,123.0,3.0,1.0,6,4,0.667,1,mobile_app,0.67,3,0,0
106,20,30,24.0,-6.0,3.0,3,2,0.667,1,mobile_app,0.17,6,1,0
96,57,120,117.0,-3.0,-3.0,4,3,0.75,1,mobile_app,0.8,2,0,0
103,7,60,77.0,17.0,-0.0,4,2,0.5,1,mobile_app,0.63,2,0,0
65,38,60,73.0,13.0,8.0,3,2,0.667,1,mobile_app,0.33,1,0,0
6,40,60,59.0,-1.0,-7.0,3,2,0.667,1,paper,0.0,1,0,1
60,28,30,33.0,3.0,-6.0,4,3,0.75,1,mobile_app,0.66,0,0,0
22,2,120,121.0,1.0,10.0,5,4,0.8,1,paper,0.0,0,0,1
107,3,60,84.0,24.0,1.0,6,4,0.667,1,paper,0.0,0,0,1
29,17,90,67.0,-23.0,1.0,6,5,0.833,1,mobile_app,0.49,2,0,0
28,7,60,65.0,5.0,11.0,2,1,0.5,1,mobile_app,0.1,3,0,0
30,6,60,50.0,-10.0,-9.0,5,3,0.6,1,paper,0.0,5,1,1
78,10,90,61.0,-29.0,-5.0,5,4,0.8,1,mobile_app,0.42,5,1,0
69,12,120,116.0,-4.0,-6.0,2,1,0.5,1,mobile_app,0.93,3,0,0
114,50,90,98.0,8.0,-1.0,6,6,1.0,1,mobile_app,0.35,4,0,0
50,38,60,56.0,-4.0,8.0,4,3,0.75,1,paper,0.0,1,0,0
34,2,90,101.0,11.0,-20.0,5,4,0.8,1,paper,0.0,1,0,0
6,38,90,98.0,8.0,-7.0,5,4,0.8,1,mobile_app,0.73,1,0,0
1,9,60,60.0,0.0,-14.0,3,2,0.667,1,mobile_app,0.07,3,0,0
45,25,90,91.0,1.0,11.0,3,2,0.667,1,mobile_app,0.12,2,0,0
112,3,60,36.0,-24.0,-7.0,3,2,0.667,1,mobile_app,0.3,1,0,1
63,6,90,81.0,-9.0,-4.0,5,4,0.8,1,mobile_app,0.57,3,0,0
108,8,120,132.0,12.0,-17.0,5,4,0.8,1,paper,0.0,0,0,0
13,26,120,121.0,1.0,-2.0,5,4,0.8,1,mobile_app,0.36,5,1,0
12,28,90,93.0,3.0,6.0,2,1,0.5,1,mobile_app,0.26,5,1,0
101,21,90,91.0,1.0,2.0,2,1,0.5,1,mobile_app,0.03,6,1,0
13,37,90,105.0,15.0,-1.0,5,4,0.8,1,mobile_app,0.29,1,0,0
7,43,60,58.0,-2.0,-8.0,6,5,0.833,1,paper,0.0,4,0,0
49,43,60,69.0,9.0,-2.0,3,2,0.667,1,mobile_app,0.77,5,1,1
111,35,60,61.0,1.0,1.0,4,3,0.75,1,mobile_app,0.41,2,0,0
83,33,30,43.0,13.0,-6.0,6,5,0.833,1,paper,0.0,6,1,0
12,30,120,110.0,-10.0,5.0,3,2,0.667,1,mobile_app,0.46,1,0,1
101,15,120,122.0,2.0,8.0,4,3,0.75,1,paper,0.0,1,0,0
102,29,60,57.0,-3.0,-4.0,2,1,0.5,1,paper,0.0,3,0,1
97,1,60,62.0,2.0,9.0,3,2,0.667,0,paper,0.0,2,0,1
109,58,90,94.0,4.0,-0.0,3,2,0.667,1,mobile_app,0.32,4,0,0
29,22,60,64.0,4.0,10.0,5,4,0.8,1,mobile_app,0.45,5,1,0
118,45,90,97.0,7.0,9.0,3,3,1.0,1,mobile_app,0.47,2,0,0
39,57,120,118.0,-2.0,-3.0,4,3,0.75,1,mobile_app,0.38,5,1,0
97,30,60,53.0,-7.0,5.0,3,2,0.667,1,mobile_app,0.4,2,0,1
70,51,60,60.0,0.0,5.0,2,1,0.5,1,mobile_app,0.17,0,0,1
94,29,60,60.0,0.0,-7.0,5,4,0.8,1,paper,0.0,5,1,0
76,8,30,28.0,-2.0,-6.0,5,4,0.8,1,mobile_app,0.32,3,0,0
78,2,60,47.0,-13.0,-7.0,5,4,0.8,1,mobile_app,0.08,4,0,0
74,9,30,45.0,15.0,-1.0,4,3,0.75,1,mobile_app,0.05,2,0,0
94,56,30,29.0,-1.0,-1.0,2,2,1.0,1,mobile_app,0.63,3,0,0
89,29,60,72.0,12.0,-1.0,4,3,0.75,1,mobile_app,0.36,5,1,0
17,19,60,60.0,0.0,7.0,5,3,0.6,1,mobile_app,0.69,3,0,0
100,27,90,96.0,6.0,-14.0,4,3,0.75,1,mobile_app,0.52,1,0,0
65,16,30,36.0,6.0,-9.0,5,4,0.8,1,paper,0.0,3,0,0
39,52,120,117.0,-3.0,2.0,3,2,0.667,1,mobile_app,0.27,0,0,0
62,59,60,61.0,1.0,2.0,4,3,0.75,1,paper,0.0,1,0,0
117,6,30,55.0,25.0,-12.0,3,2,0.667,1,mobile_app,0.08,6,1,1
103,43,30,31.0,1.0,3.0,6,6,1.0,0,mobile_app,0.07,6,1,1
101,20,90,99.0,9.0,11.0,2,1,0.5,1,mobile_app,0.56,6,1,0
56,3,60,70.0,10.0,-1.0,3,2,0.667,1,mobile_app,0.06,0,0,1
95,55,60,61.0,1.0,-3.0,5,4,0.8,1,mobile_app,1.1,6,1,0
47,4,30,33.0,3.0,10.0,2,1,0.5,1,mobile_app,0.48,1,0,1
83,13,120,126.0,6.0,17.0,4,3,0.75,1,paper,0.0,1,0,0
77,2,30,41.0,11.0,-10.0,2,1,0.5,1,mobile_app,0.09,3,0,0
30,28,60,48.0,-12.0,0.0,4,3,0.75,1,mobile_app,0.7,2,0,0
32,36,120,122.0,2.0,7.0,3,2,0.667,1,mobile_app,0.5,3,0,0
8,19,60,58.0,-2.0,1.0,2,1,0.5,1,mobile_app,0.43,6,1,1
17,5,60,55.0,-5.0,-20.0,4,3,0.75,1,paper,0.0,4,0,0
53,7,90,107.0,17.0,5.0,3,2,0.667,1,mobile_app,0.29,2,0,1
58,56,60,57.0,-3.0,-3.0,2,1,0.5,1,mobile_app,0.71,6,1,0
20,48,30,23.0,-7.0,-5.0,4,3,0.75,1,mobile_app,1.29,4,0,0
51,56,60,63.0,3.0,-5.0,4,3,0.75,1,mobile_app,0.9,2,0,0
73,32,30,19.0,-11.0,8.0,5,3,0.6,1,mobile_app,0.17,0,0,0
